Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Amazon_testcase_004_testsuite,Chrome 121.0.0.0,,,07-02-2024 20:11:05,07-02-2024 20:11:27,22.500s,PASSED
,,,,,,,
Test Cases/Amazon_testcase_004,Chrome 121.0.0.0,,,07-02-2024 20:11:05,07-02-2024 20:11:27,22.422s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 121.0.0.0,,,07-02-2024 20:11:05,07-02-2024 20:11:08,2.806s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 121.0.0.0,,,07-02-2024 20:11:08,07-02-2024 20:11:09,1.437s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 121.0.0.0,,,07-02-2024 20:11:09,07-02-2024 20:11:11,1.394s,PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,07-02-2024 20:11:11,07-02-2024 20:11:11,0.615s,PASSED
"navigateToUrl(""https://www.amazon.in/"")",Chrome 121.0.0.0,,,07-02-2024 20:11:11,07-02-2024 20:11:13,1.570s,PASSED
"click(findTestObject(""Object Repository/Amazon_testcase_004_OR/span_Hello, sign in""))",Chrome 121.0.0.0,,,07-02-2024 20:11:13,07-02-2024 20:11:14,1.277s,PASSED
"setText(findTestObject(""Object Repository/Amazon_testcase_004_OR/input_email""), PhoneNo)",Chrome 121.0.0.0,,,07-02-2024 20:11:14,07-02-2024 20:11:16,1.792s,PASSED
"click(findTestObject(""Object Repository/Amazon_testcase_004_OR/inputcontinue""))",Chrome 121.0.0.0,,,07-02-2024 20:11:16,07-02-2024 20:11:17,1.024s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Amazon_testcase_004_OR/input_password""), ""sWIDqSuYDTb6OdfrXQbw6w=="")",Chrome 121.0.0.0,,,07-02-2024 20:11:17,07-02-2024 20:11:18,1.041s,PASSED
"click(findTestObject(""Object Repository/Amazon_testcase_004_OR/inputsignInSubmit""))",Chrome 121.0.0.0,,,07-02-2024 20:11:18,07-02-2024 20:11:18,0.275s,PASSED
"click(findTestObject(""Object Repository/Amazon_testcase_004_OR/span_Hyderabad 500058""))",Chrome 121.0.0.0,,,07-02-2024 20:11:18,07-02-2024 20:11:21,3.072s,PASSED
"setText(findTestObject(""Amazon_testcase_004_button_OR/input_or enter a US zip code_GLUXZipUpdateInput""), PinCode)",Chrome 121.0.0.0,,,07-02-2024 20:11:21,07-02-2024 20:11:24,2.511s,PASSED
"click(findTestObject(""Amazon_testcase_004_OR/input_a-button-input""))",Chrome 121.0.0.0,,,07-02-2024 20:11:24,07-02-2024 20:11:27,3.357s,PASSED
closeBrowser(),Chrome 121.0.0.0,,,07-02-2024 20:11:27,07-02-2024 20:11:27,0.134s,PASSED
Start listener action : sampleAfterTestCase,Chrome 121.0.0.0,,,07-02-2024 20:11:27,07-02-2024 20:11:27,0.003s,PASSED
Start listener action : sampleAfterTestCase,Chrome 121.0.0.0,,,07-02-2024 20:11:27,07-02-2024 20:11:27,0.002s,PASSED
Start listener action : sampleAfterTestCase,Chrome 121.0.0.0,,,07-02-2024 20:11:27,07-02-2024 20:11:27,0.001s,PASSED
