Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Amazon_testcase_002_testsuite,Chrome 121.0.0.0,,,07-02-2024 11:14:36,07-02-2024 11:14:54,17.808s,PASSED
,,,,,,,
Test Cases/Amazon_testcase_002,Chrome 121.0.0.0,,,07-02-2024 11:14:36,07-02-2024 11:14:54,17.739s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 121.0.0.0,,,07-02-2024 11:14:36,07-02-2024 11:14:38,2.053s,PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,07-02-2024 11:14:38,07-02-2024 11:14:39,0.650s,PASSED
"navigateToUrl(""https://www.amazon.in/"")",Chrome 121.0.0.0,,,07-02-2024 11:14:39,07-02-2024 11:14:40,0.797s,PASSED
"click(findTestObject(""Object Repository/Amazon_testcase_002_OR/span_Hello, sign in""))",Chrome 121.0.0.0,,,07-02-2024 11:14:40,07-02-2024 11:14:50,10.452s,PASSED
"setText(findTestObject(""Object Repository/Amazon_testcase_002_OR/input_email""), ""9553847074"")",Chrome 121.0.0.0,,,07-02-2024 11:14:50,07-02-2024 11:14:51,1.287s,PASSED
"click(findTestObject(""Object Repository/Amazon_testcase_002_OR/inputcontinue""))",Chrome 121.0.0.0,,,07-02-2024 11:14:51,07-02-2024 11:14:52,1.009s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Amazon_testcase_002_OR/input_password""), ""sWIDqSuYDTb6OdfrXQbw6w=="")",Chrome 121.0.0.0,,,07-02-2024 11:14:52,07-02-2024 11:14:54,1.041s,PASSED
"click(findTestObject(""Object Repository/Amazon_testcase_002_OR/inputsignInSubmit""))",Chrome 121.0.0.0,,,07-02-2024 11:14:54,07-02-2024 11:14:54,0.270s,PASSED
closeBrowser(),Chrome 121.0.0.0,,,07-02-2024 11:14:54,07-02-2024 11:14:54,0.125s,PASSED
Start listener action : sampleAfterTestCase,Chrome 121.0.0.0,,,07-02-2024 11:14:54,07-02-2024 11:14:54,0.003s,PASSED
