Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Amazon_testcase_004_testsuite,Chrome 121.0.0.0,,,07-02-2024 20:12:09,07-02-2024 20:12:29,20.315s,PASSED
,,,,,,,
Test Cases/Amazon_testcase_004,Chrome 121.0.0.0,,,07-02-2024 20:12:09,07-02-2024 20:12:29,20.241s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 121.0.0.0,,,07-02-2024 20:12:09,07-02-2024 20:12:11,2.014s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 121.0.0.0,,,07-02-2024 20:12:11,07-02-2024 20:12:12,1.385s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 121.0.0.0,,,07-02-2024 20:12:12,07-02-2024 20:12:14,1.447s,PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,07-02-2024 20:12:14,07-02-2024 20:12:14,0.615s,PASSED
"navigateToUrl(""https://www.amazon.in/"")",Chrome 121.0.0.0,,,07-02-2024 20:12:14,07-02-2024 20:12:16,1.573s,PASSED
"click(findTestObject(""Object Repository/Amazon_testcase_004_OR/span_Hello, sign in""))",Chrome 121.0.0.0,,,07-02-2024 20:12:16,07-02-2024 20:12:17,1.274s,PASSED
"setText(findTestObject(""Object Repository/Amazon_testcase_004_OR/input_email""), PhoneNo)",Chrome 121.0.0.0,,,07-02-2024 20:12:17,07-02-2024 20:12:19,1.371s,PASSED
"click(findTestObject(""Object Repository/Amazon_testcase_004_OR/inputcontinue""))",Chrome 121.0.0.0,,,07-02-2024 20:12:19,07-02-2024 20:12:20,1.001s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Amazon_testcase_004_OR/input_password""), ""sWIDqSuYDTb6OdfrXQbw6w=="")",Chrome 121.0.0.0,,,07-02-2024 20:12:20,07-02-2024 20:12:21,1.041s,PASSED
"click(findTestObject(""Object Repository/Amazon_testcase_004_OR/inputsignInSubmit""))",Chrome 121.0.0.0,,,07-02-2024 20:12:21,07-02-2024 20:12:21,0.278s,PASSED
"click(findTestObject(""Object Repository/Amazon_testcase_004_OR/span_Hyderabad 500058""))",Chrome 121.0.0.0,,,07-02-2024 20:12:21,07-02-2024 20:12:24,3.501s,PASSED
"setText(findTestObject(""Amazon_testcase_004_button_OR/input_or enter a US zip code_GLUXZipUpdateInput""), PinCode)",Chrome 121.0.0.0,,,07-02-2024 20:12:24,07-02-2024 20:12:26,2.100s,PASSED
"click(findTestObject(""Amazon_testcase_004_OR/input_a-button-input""))",Chrome 121.0.0.0,,,07-02-2024 20:12:26,07-02-2024 20:12:29,2.403s,PASSED
closeBrowser(),Chrome 121.0.0.0,,,07-02-2024 20:12:29,07-02-2024 20:12:29,0.125s,PASSED
Start listener action : sampleAfterTestCase,Chrome 121.0.0.0,,,07-02-2024 20:12:29,07-02-2024 20:12:29,0.002s,PASSED
Start listener action : sampleAfterTestCase,Chrome 121.0.0.0,,,07-02-2024 20:12:29,07-02-2024 20:12:29,0.002s,PASSED
Start listener action : sampleAfterTestCase,Chrome 121.0.0.0,,,07-02-2024 20:12:29,07-02-2024 20:12:29,0.002s,PASSED
