Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Amazon_testcase_003_testsuite,Chrome 121.0.0.0,,,07-02-2024 19:27:15,07-02-2024 19:27:33,17.280s,PASSED
,,,,,,,
Test Cases/Amazon_testcase_003,Chrome 121.0.0.0,,,07-02-2024 19:27:16,07-02-2024 19:27:33,17.208s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 121.0.0.0,,,07-02-2024 19:27:16,07-02-2024 19:27:19,2.981s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 121.0.0.0,,,07-02-2024 19:27:19,07-02-2024 19:27:20,1.420s,PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,07-02-2024 19:27:20,07-02-2024 19:27:21,0.637s,PASSED
"navigateToUrl(""https://www.amazon.in/"")",Chrome 121.0.0.0,,,07-02-2024 19:27:21,07-02-2024 19:27:22,1.704s,PASSED
"click(findTestObject(""Object Repository/Amazon_testcase_003_OR/span_Hello, sign in""))",Chrome 121.0.0.0,,,07-02-2024 19:27:22,07-02-2024 19:27:24,1.265s,PASSED
"setText(findTestObject(""Amazon_testcase_003_button_OR/input_Email or mobile phone number_email""), ""9553847074"")",Chrome 121.0.0.0,,,07-02-2024 19:27:24,07-02-2024 19:27:25,1.343s,PASSED
"click(findTestObject(""Object Repository/Amazon_testcase_003_OR/inputcontinue""))",Chrome 121.0.0.0,,,07-02-2024 19:27:25,07-02-2024 19:27:26,1.040s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Amazon_testcase_003_OR/input_password""), ""sWIDqSuYDTb6OdfrXQbw6w=="")",Chrome 121.0.0.0,,,07-02-2024 19:27:26,07-02-2024 19:27:27,1.051s,PASSED
"click(findTestObject(""Object Repository/Amazon_testcase_003_OR/inputsignInSubmit""))",Chrome 121.0.0.0,,,07-02-2024 19:27:27,07-02-2024 19:27:27,0.282s,PASSED
"click(findTestObject(""Object Repository/Amazon_testcase_003_OR/span_Account  Lists""))",Chrome 121.0.0.0,,,07-02-2024 19:27:27,07-02-2024 19:27:31,3.847s,PASSED
"click(findTestObject(""Amazon_testcase_003_button_OR/h2_Your Orders""))",Chrome 121.0.0.0,,,07-02-2024 19:27:31,07-02-2024 19:27:33,1.442s,PASSED
closeBrowser(),Chrome 121.0.0.0,,,07-02-2024 19:27:33,07-02-2024 19:27:33,0.117s,PASSED
Start listener action : sampleAfterTestCase,Chrome 121.0.0.0,,,07-02-2024 19:27:33,07-02-2024 19:27:33,0.003s,PASSED
Start listener action : sampleAfterTestCase,Chrome 121.0.0.0,,,07-02-2024 19:27:33,07-02-2024 19:27:33,0.002s,PASSED
